Category,x,y,z
2021-12-15 18:47:38,"0,12322","0,12848","0,20462"
2021-12-15 18:47:40,"0,15383","0,11544","0,13649"
2021-12-15 18:47:42,"0,11887","0,1072","0,20474"
2021-12-15 18:47:44,"0,16191","0,18702","0,14479"
2021-12-15 18:47:47,"0,17197","0,13259","0,14875"
2021-12-15 18:47:49,"0,15828","0,13465","0,15709"
2021-12-15 18:47:52,"0,19","0,10763","0,15673"
2021-12-15 18:47:54,"0,15933","0,12845","0,17987"
2021-12-15 18:47:56,"0,15609","0,11006","0,18243"
2021-12-15 18:47:59,"0,14626","0,10638","0,17175"
2021-12-15 18:48:01,"0,17352","0,10401","0,1679"
2021-12-15 18:48:03,"0,18044","0,12398","0,22262"
2021-12-15 18:48:05,"0,16243","0,13841","0,14987"
2021-12-15 18:48:07,"0,17091","0,13958","0,15777"
2021-12-15 18:48:10,"0,1261","0,09796","0,17693"
2021-12-15 18:48:12,"0,16923","0,12788","0,16612"
2021-12-15 18:48:14,"0,14944","0,1125","0,18668"
2021-12-15 18:48:16,"0,13702","0,15287","0,1826"
2021-12-15 18:48:18,"0,14682","0,13076","0,2398"
2021-12-15 18:48:21,"0,17455","0,20363","0,17198"
2021-12-15 18:48:23,"0,14022","0,10848","0,18885"
2021-12-15 18:48:26,"0,14736","0,13439","0,20973"
2021-12-15 18:48:28,"0,1665","0,11288","0,15862"
2021-12-15 18:48:30,"0,16002","0,13282","0,18746"
2021-12-15 18:48:32,"0,13963","0,12163","0,19198"
2021-12-15 18:48:34,"0,1668","0,17148","0,19984"
2021-12-15 18:48:36,"0,16521","0,11263","0,15621"
2021-12-15 18:48:39,"0,17724","0,12918","0,20355"
2021-12-15 18:48:41,"0,1539","0,12803","0,15741"
2021-12-15 18:48:43,"0,19913","0,13734","0,19018"
2021-12-15 18:48:45,"0,1627","0,11486","0,185"
2021-12-15 18:48:47,"0,16141","0,13492","0,15752"
2021-12-15 18:48:50,"0,1735","0,14144","0,13511"
2021-12-15 18:48:52,"0,14592","0,10742","0,12719"
2021-12-15 18:48:54,"0,14743","0,12498","0,16844"
2021-12-15 18:48:56,"0,1607","0,13719","0,15585"
2021-12-15 18:48:58,"0,13906","0,1728","0,15083"
2021-12-15 18:49:01,"0,15648","0,13508","0,17668"
2021-12-15 18:49:03,"0,13376","0,1187","0,21741"
2021-12-15 18:49:05,"0,16724","0,13615","0,18557"
2021-12-15 18:49:07,"0,18977","0,13426","0,17016"
2021-12-15 18:49:10,"0,14488","0,11013","0,1463"
2021-12-15 18:49:12,"0,15279","0,15","0,18023"
2021-12-15 18:49:15,"0,16881","0,14341","0,12621"
2021-12-15 18:49:17,"0,15783","0,14231","0,17636"
2021-12-15 18:49:19,"0,17412","0,11049","0,17547"
2021-12-15 18:49:21,"0,1505","0,1187","0,15436"
2021-12-15 18:49:23,"0,16613","0,13914","0,16141"
2021-12-15 18:49:26,"0,16173","0,12241","0,14415"
2021-12-15 18:49:28,"0,15483","0,15824","0,16951"
2021-12-15 18:49:31,"0,17714","0,14126","0,18865"
2021-12-15 18:49:33,"0,17625","0,13215","0,16346"
2021-12-15 18:49:35,"0,18419","0,10942","0,16216"
2021-12-15 18:49:37,"0,17654","0,11834","0,14869"
2021-12-15 18:49:40,"0,16981","0,12406","0,17385"
2021-12-15 18:49:42,"0,18636","0,14629","0,17766"
2021-12-15 18:49:45,"0,14121","0,13435","0,13857"
2021-12-15 18:49:47,"0,15425","0,11347","0,1699"
2021-12-15 18:49:49,"0,15329","0,12773","0,16914"
2021-12-15 18:49:51,"0,12554","0,1349","0,21276"
2021-12-15 18:49:53,"0,20029","0,1322","0,13969"
2021-12-15 18:49:56,"0,1708","0,12813","0,16873"
2021-12-15 18:49:58,"0,15273","0,11603","0,13921"
2021-12-15 18:50:00,"0,17635","0,10677","0,1451"
2021-12-15 18:50:02,"0,1412","0,1136","0,16107"
2021-12-15 18:50:04,"0,14415","0,14489","0,18113"
2021-12-15 18:50:06,"0,16982","0,16044","0,20036"
2021-12-15 18:50:08,"0,20624","0,14352","0,18312"
2021-12-15 18:50:11,"0,13111","0,10775","0,15772"
2021-12-15 18:50:13,"0,20037","0,10109","0,14652"
2021-12-15 18:50:15,"0,18552","0,12897","0,13232"
2021-12-15 18:50:17,"0,16077","0,13184","0,16051"
2021-12-15 18:50:20,"0,20106","0,10615","0,19116"
2021-12-15 18:50:22,"0,17558","0,10451","0,16208"
2021-12-15 18:50:24,"0,14673","0,12099","0,1514"
2021-12-15 18:50:26,"0,15797","0,13189","0,20039"
2021-12-15 18:50:28,"0,14486","0,11324","0,1555"
2021-12-15 18:50:30,"0,14112","0,1236","0,19991"
2021-12-15 18:50:33,"0,1608","0,12118","0,16271"
2021-12-15 18:50:35,"0,1392","0,11154","0,1627"
2021-12-15 18:50:37,"0,19028","0,11281","0,16892"
2021-12-15 18:50:40,"0,19254","0,12125","0,15699"
2021-12-15 18:50:42,"0,15149","0,15106","0,14667"
2021-12-15 18:50:44,"0,17802","0,13711","0,17618"
2021-12-15 18:50:47,"0,19142","0,12474","0,15065"
2021-12-15 18:50:49,"0,16171","0,13569","0,14817"
2021-12-15 18:50:51,"0,14832","0,13047","0,14596"
2021-12-15 18:50:53,"0,16223","0,11832","0,1675"
2021-12-15 18:50:56,"0,14202","0,13093","0,16002"
2021-12-15 18:50:58,"0,16655","0,12463","0,17033"
2021-12-15 18:51:01,"0,15533","0,11796","0,1438"
2021-12-15 18:51:03,"0,13792","0,10708","0,18905"
2021-12-15 18:51:05,"0,14957","0,13849","0,14858"
2021-12-15 18:51:07,"0,19927","0,11508","0,16761"
2021-12-15 18:51:10,"0,14549","0,13252","0,18566"
2021-12-15 18:51:12,"0,17991","0,13333","0,14395"
2021-12-15 18:51:14,"0,16805","0,14625","0,16742"
2021-12-15 18:51:17,"0,14694","0,14099","0,16453"
2021-12-15 18:51:19,"0,20324","0,12578","0,19473"
2021-12-15 18:51:21,"0,16195","0,11433","0,14624"
2021-12-15 18:51:24,"0,1938","0,17229","0,14766"
2021-12-15 18:51:26,"0,13829","0,10922","0,14699"
2021-12-15 18:51:28,"0,15041","0,12325","0,19162"
2021-12-15 18:51:31,"0,17663","0,1099","0,16065"
2021-12-15 18:51:33,"0,17232","0,14113","0,16294"
2021-12-15 18:51:35,"0,14867","0,13055","0,147"
2021-12-15 18:51:37,"0,19691","0,11379","0,16708"
2021-12-15 18:51:40,"0,20902","0,15392","0,16327"
2021-12-15 18:51:42,"0,16494","0,12813","0,17898"
2021-12-15 18:51:44,"0,16627","0,1253","0,19178"
2021-12-15 18:51:46,"0,18486","0,15934","0,13107"
2021-12-15 18:51:49,"0,19303","0,10265","0,19211"
2021-12-15 18:51:51,"0,18448","0,11303","0,1691"
2021-12-15 18:51:53,"0,14576","0,10709","0,18201"
2021-12-15 18:51:56,"0,18906","0,0997","0,17932"
2021-12-15 18:51:58,"0,16357","0,1192","0,19379"
2021-12-15 18:52:00,"0,13753","0,12375","0,2025"
2021-12-15 18:52:02,"0,13266","0,09974","0,17738"
2021-12-15 18:52:05,"0,14754","0,11017","0,1715"
2021-12-15 18:52:07,"0,15506","0,13346","0,17112"
2021-12-15 18:52:09,"0,14042","0,11831","0,16019"
2021-12-15 18:52:11,"0,17232","0,13103","0,21769"
2021-12-15 18:52:14,"0,13937","0,12001","0,18526"
2021-12-15 18:52:16,"0,14856","0,12267","0,15029"
2021-12-15 18:52:18,"0,19288","0,12954","0,19307"
2021-12-15 18:52:21,"0,18066","0,14111","0,19003"
2021-12-15 18:52:23,"0,18773","0,14166","0,20177"
2021-12-15 18:52:25,"0,14549","0,11758","0,17289"
2021-12-15 18:52:27,"0,189","0,14454","0,14975"
2021-12-15 18:52:29,"0,1831","0,13025","0,19683"
2021-12-15 18:52:31,"0,17628","0,14613","0,18202"
2021-12-15 18:52:34,"0,17176","0,16229","0,17881"
2021-12-15 18:52:36,"0,17386","0,1172","0,13409"
2021-12-15 18:52:38,"0,16292","0,1054","0,19292"
2021-12-15 18:52:41,"0,14914","0,13307","0,1435"
2021-12-15 18:52:43,"0,16875","0,15582","0,14113"
2021-12-15 18:52:45,"0,17258","0,12294","0,15144"
2021-12-15 18:52:47,"0,12292","0,11572","0,18581"
2021-12-15 18:52:49,"0,18075","0,11951","0,13264"
2021-12-15 18:52:51,"0,16667","0,13797","0,14608"
2021-12-15 18:52:54,"0,14929","0,11343","0,18612"
2021-12-15 18:52:56,"0,14076","0,13621","0,14345"
2021-12-15 18:52:58,"0,16534","0,14648","0,2001"
2021-12-15 18:53:01,"0,16901","0,12334","0,16969"
2021-12-15 18:53:03,"0,14974","0,11161","0,2051"
2021-12-15 18:53:05,"0,15732","0,12167","0,19111"
2021-12-15 18:53:07,"0,21419","0,12673","0,14507"
2021-12-15 18:53:10,"0,16007","0,11182","0,16083"
2021-12-15 18:53:12,"0,15718","0,11264","0,1837"
2021-12-15 18:53:15,"0,15702","0,10789","0,15181"
2021-12-15 18:53:17,"0,15002","0,1296","0,14792"
2021-12-15 18:53:19,"0,14192","0,11323","0,17299"
2021-12-15 18:53:21,"0,15719","0,12711","0,1776"
2021-12-15 18:53:23,"0,16284","0,13921","0,15372"
2021-12-15 18:53:25,"0,19327","0,11737","0,14651"
2021-12-15 18:53:28,"0,16592","0,1307","0,16639"
2021-12-15 18:53:30,"0,17117","0,11279","0,16505"
2021-12-15 18:53:32,"0,1999","0,11817","0,12747"
2021-12-15 18:53:34,"0,13924","0,13891","0,12087"
2021-12-15 18:53:37,"0,16423","0,12894","0,15861"
2021-12-15 18:53:39,"0,14914","0,12908","0,19614"
